Hash;Pseudonym;DataPointClass;DataType;IsRecommendation;IsEvent;Aperture;Measure;DecimalPlaces;IgnoreEqualValues;ArrayDimensions;ArrayDataType;UserStruct;IsChildOfVariable;NestingLevel;IsUsedByClient
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.axOutputCoils[13]";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.axOutputCoils[13]";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbParkingModeExhaustVent.tofDezhRezhGeneral.PT";"ns=4;s=|var|kB.D-2.Application.GVL.fbParkingModeExhaustVent.tofDezhRezhGeneral.PT";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.astSensor[5].in_rValueFilter";"ns=4;s=|var|kB.D-2.Application.GVL.astSensor[5].in_rValueFilter";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[11].tonAlarmSensor.IN";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[11].tonAlarmSensor.IN";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].stSensorSettings.rScaleXMIN";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].stSensorSettings.rScaleXMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbFanSupply.tonAlarmFanIn.IN";"ns=4;s=|var|kB.D-2.Application.GVL.fbFanSupply.tonAlarmFanIn.IN";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
i=15961;i=15961;InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[11].fbScale.in_rXMIN";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[11].fbScale.in_rXMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[2].stPid.rY_Manual";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[2].stPid.rY_Manual";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PLC_PRG.fbAlarmsGlobal.tonAlarmPower.IN";"ns=4;s=|var|kB.D-2.Application.PLC_PRG.fbAlarmsGlobal.tonAlarmPower.IN";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[2].fbPidFixCycle.I.RESET";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[2].fbPidFixCycle.I.RESET";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[5].fbScale.in_rXMAX";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[5].fbScale.in_rXMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbPump.out_rsAlarmNotWork.SET";"ns=4;s=|var|kB.D-2.Application.GVL.fbPump.out_rsAlarmNotWork.SET";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbFanRecup.tonStart.IN";"ns=4;s=|var|kB.D-2.Application.GVL.fbFanRecup.tonStart.IN";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.astSensor[6].out_rValueFilter";"ns=4;s=|var|kB.D-2.Application.GVL.astSensor[6].out_rValueFilter";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[8].tonAlarmSensor.PT";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[8].tonAlarmSensor.PT";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbDamperSupply.in_xIsClose";"ns=4;s=|var|kB.D-2.Application.GVL.fbDamperSupply.in_xIsClose";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[2].rsAlarmSensor.RESET1";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[2].rsAlarmSensor.RESET1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].stSensor.out_AlarmSensor";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].stSensor.out_AlarmSensor";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[9].stSensorSettings.xRightIntervalStrict";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[9].stSensorSettings.xRightIntervalStrict";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[9].stSensorSettings.rScaleYMIN";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[9].stSensorSettings.rScaleYMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[9].fbInterval.in_rRightBorder";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[9].fbInterval.in_rRightBorder";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[5].fbInterval.in_rRightBorder";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[5].fbInterval.in_rRightBorder";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[4].stSensorSettings.rScaleXMIN";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[4].stSensorSettings.rScaleXMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|vprop|kB.D-2.Application.GVL.fbSensors[4].fbPT1000.Factor_D_Pt1000A385.IndexMin";"ns=4;s=|vprop|kB.D-2.Application.GVL.fbSensors[4].fbPT1000.Factor_D_Pt1000A385.IndexMin";InOut;DINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[12].tonAlarmSensor.Q";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[12].tonAlarmSensor.Q";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.tpPreHeatingUp.Q";"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.tpPreHeatingUp.Q";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].stSensorSettings.xUseTriggerAlarm";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].stSensorSettings.xUseTriggerAlarm";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[4].stSensorSettings.rScaleYMAX";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[4].stSensorSettings.rScaleYMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensorSettings[10].rLeftInterval";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensorSettings[10].rLeftInterval";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[6].fbPT1000.Factor_D_Pt1000A385[4]";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[6].fbPT1000.Factor_D_Pt1000A385[4]";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astPidSettings[2].rKp";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astPidSettings[2].rKp";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbFanExhaust.tonAlarmNot_dP.ET";"ns=4;s=|var|kB.D-2.Application.GVL.fbFanExhaust.tonAlarmNot_dP.ET";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.A1_DIpin35_x";"ns=4;s=|var|kB.D-2.Application.GVL.A1_DIpin35_x";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[1].stPid.rY_Scale";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[1].stPid.rY_Scale";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[1].stSensorSettings.rScaleYMAX";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[1].stSensorSettings.rScaleYMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stFanRecupSettings.iFeedback_dPFan";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stFanRecupSettings.iFeedback_dPFan";InOut;UINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[12].stSensor.out_rValueFilter";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[12].stSensor.out_rValueFilter";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[10].fbInterval.in_xRightBorderStrict";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[10].fbInterval.in_xRightBorderStrict";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[1].fbPidFixCycle.I.RESET";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[1].fbPidFixCycle.I.RESET";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbFilter[6].out_rValueFilter";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbFilter[6].out_rValueFilter";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.astSensor[4].out_rValueFilterAndCorrex";"ns=4;s=|var|kB.D-2.Application.GVL.astSensor[4].out_rValueFilterAndCorrex";InOut;REAL;False;False;0;;0;False;;;;False;0;True
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[1].fbPidFixCycle.D._Init";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[1].fbPidFixCycle.D._Init";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[6].rsAlarmSensor.RESET1";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[6].rsAlarmSensor.RESET1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.astSensor[4].in_rValue";"ns=4;s=|var|kB.D-2.Application.GVL.astSensor[4].in_rValue";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[8].stSensor.out_rValueFilter";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[8].stSensor.out_rValueFilter";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbFanExhaust.out_rsAlarmFan.RESET1";"ns=4;s=|var|kB.D-2.Application.GVL.fbFanExhaust.out_rsAlarmFan.RESET1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[3].fbScale.in_rValue";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[3].fbScale.in_rValue";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[2].fbPidFixCycle.OVERFLOW";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbPID[2].fbPidFixCycle.OVERFLOW";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.fbComparL_LowTemperWaterBack.rs_OutComparLow.SET";"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.fbComparL_LowTemperWaterBack.rs_OutComparLow.SET";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[4].fbScale.in_rYMIN";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[4].fbScale.in_rYMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[12].fbInterval.in_rLeftBorder";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[12].fbInterval.in_rLeftBorder";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[6].fbScale.in_rXMAX";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[6].fbScale.in_rXMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.tonAlarmTS.Q";"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.tonAlarmTS.Q";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.axOutputCoils[19]";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.axOutputCoils[19]";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbFilter[1].out_rValueFilter";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbFilter[1].out_rValueFilter";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].tonAlarmSensor.ET";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].tonAlarmSensor.ET";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[1].stSensorSettings.xUseTriggerAlarm";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[1].stSensorSettings.xUseTriggerAlarm";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[3].stSensorSettings.rFilterTF";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[3].stSensorSettings.rFilterTF";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensorSettings[4].rScaleXMAX";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensorSettings[4].rScaleXMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbParkingModeSupplyVent.in_xAvtModeOnPlace";"ns=4;s=|var|kB.D-2.Application.GVL.fbParkingModeSupplyVent.in_xAvtModeOnPlace";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.SysTimeDate.wHour";"ns=4;s=|var|kB.D-2.Application.GVL.SysTimeDate.wHour";InOut;UINT;False;False;0;;0;False;;;;False;0;True
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[10].stSensorSettings.rFilterTF";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[10].stSensorSettings.rFilterTF";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.tpPreHeatingUp.ET";"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.tpPreHeatingUp.ET";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbFilter[9].out_rValueFilter";"ns=4;s=|var|kB.D-2.Application.POU_Regulators.afbFilter[9].out_rValueFilter";InOut;REAL;False;False;0;;0;False;;;;False;0;False
i=2272;i=2272;InOut;LREAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[9].fbInterval.in_rLeftBorder";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[9].fbInterval.in_rLeftBorder";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensorSettings[1].xLeftIntervalStrict";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensorSettings[1].xLeftIntervalStrict";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PLC_PRG.fbAlarmsGlobal.tonAlarmPower.Q";"ns=4;s=|var|kB.D-2.Application.PLC_PRG.fbAlarmsGlobal.tonAlarmPower.Q";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensorSettings[3].enTypeSensor";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensorSettings[3].enTypeSensor";InOut;DINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.tonAlarmTS.IN";"ns=4;s=|var|kB.D-2.Application.GVL.fbHeater.tonAlarmTS.IN";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[4].stSensorSettings.enTypeSensor";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[4].stSensorSettings.enTypeSensor";InOut;DINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbParkingModeExhaustVent.stSettingsVent.wSetOffTimeHour";"ns=4;s=|var|kB.D-2.Application.GVL.fbParkingModeExhaustVent.stSettingsVent.wSetOffTimeHour";InOut;UINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|vprop|kB.D-2.Application.GVL.fbSensors[7].fbPT1000.Factor_D_Pt1000A385.IndexMax";"ns=4;s=|vprop|kB.D-2.Application.GVL.fbSensors[7].fbPT1000.Factor_D_Pt1000A385.IndexMax";InOut;DINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PLC_PRG.fbAlarmsGlobal.out_rsAlarmPower.RESET1";"ns=4;s=|var|kB.D-2.Application.PLC_PRG.fbAlarmsGlobal.out_rsAlarmPower.RESET1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[8].stSensorSettings.rScaleYMIN";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[8].stSensorSettings.rScaleYMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.axAlarmCollections[17]";"ns=4;s=|var|kB.D-2.Application.GVL.axAlarmCollections[17]";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbDamperExhaust.out_tonAlarmClosing.ET";"ns=4;s=|var|kB.D-2.Application.GVL.fbDamperExhaust.out_tonAlarmClosing.ET";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].fbPT1000.out_rValue";"ns=4;s=|var|kB.D-2.Application.GVL.fbSensors[7].fbPT1000.out_rValue";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.fbFanRecup.fbScaling.in_rYMAX";"ns=4;s=|var|kB.D-2.Application.GVL.fbFanRecup.fbScaling.in_rYMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
i=11702;i=11702;InOut;UDINT;False;False;0;;0;False;;;;False;0;False
