Hash;Pseudonym;DataPointClass;DataType;IsRecommendation;IsEvent;Aperture;Measure;DecimalPlaces;IgnoreEqualValues;ArrayDimensions;ArrayDataType;UserStruct;IsChildOfVariable;NestingLevel;IsUsedByClient
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[6].fbScale.in_rXMAX";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[6].fbScale.in_rXMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[10].fbInterval.in_xRightBorderStrict";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[10].fbInterval.in_xRightBorderStrict";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[10].rScaleYMAX";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[10].rScaleYMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[2].fbInterval.in_rLeftBorder";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[2].fbInterval.in_rLeftBorder";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[4].rScaleXMIN";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[4].rScaleXMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stFanRecup.rYMIN";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stFanRecup.rYMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbPump.tonNotEnabledPump.Q";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbPump.tonNotEnabledPump.Q";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.A1_DOpin6_x";"ns=4;s=|var|kB.D-2.Application.GVL.A1_DOpin6_x";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbParkingRecup.out_xParkingNotAvtMode";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbParkingRecup.out_xParkingNotAvtMode";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbPump.rsAlarmNotWork.RESET1";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbPump.rsAlarmNotWork.RESET1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.axAlarmCollections[16]";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.axAlarmCollections[16]";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.A2_AIpin18_r";"ns=4;s=|var|kB.D-2.Application.GVL.A2_AIpin18_r";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[1].fbScale.in_rXMAX";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[1].fbScale.in_rXMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbReset.in_xResetTopLevel";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbReset.in_xResetTopLevel";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbFan.rsParkingModeGeneral.RESET1";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbFan.rsParkingModeGeneral.RESET1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[6].fbPT1000.Index";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[6].fbPT1000.Index";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|vprop|kB.D-2.Application.PRG_MainSupport.fbSensor.IndexMin";"ns=4;s=|vprop|kB.D-2.Application.PRG_MainSupport.fbSensor.IndexMin";InOut;DINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astPID[2].rYMAX";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astPID[2].rYMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbDamper.tonStart.Q";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbDamper.tonStart.Q";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[4].fbScale.in_rYMAX";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[4].fbScale.in_rYMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbDamper.stDamper.uiRunningTime";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbDamper.stDamper.uiRunningTime";InOut;UINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbHeater.out_xControlTemperAir";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbHeater.out_xControlTemperAir";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL.A2_AIpin17_r";"ns=4;s=|var|kB.D-2.Application.GVL.A2_AIpin17_r";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stParkingRecup.wSetOnHour";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stParkingRecup.wSetOnHour";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbParking.fbSelectTime.in_usiOnMinute";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbParking.fbSelectTime.in_usiOnMinute";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSeason.compH_Summer.rs_ValueHigh.RESET1";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSeason.compH_Summer.rs_ValueHigh.RESET1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[1].fbScale.in_rYMIN";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[1].fbScale.in_rYMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stHoldingRegisters.arHoldingRegisters[53]";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stHoldingRegisters.arHoldingRegisters[53]";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[5].stSensorSettings.rScaleXMAX";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[5].stSensorSettings.rScaleXMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbParking.fbSelectWeek.in_bSetWeek";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbParking.fbSelectWeek.in_bSetWeek";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSeason.in_xAlarmOutAir";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSeason.in_xAlarmOutAir";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[10].fbInterval.in_rValue";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[10].fbInterval.in_rValue";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbHeater.rsLowTemperAirSupply.Q1";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbHeater.rsLowTemperAirSupply.Q1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbParking.tofParkingGeneral.IN";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbParking.tofParkingGeneral.IN";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbFan.stFan.usiDelayAlarmCF";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbFan.stFan.usiDelayAlarmCF";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[3].fbScale.out_rValue";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[3].fbScale.out_rValue";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stFanExhaust.usiFeedback_dP";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stFanExhaust.usiFeedback_dP";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[5].stSensorSettings.rScaleYMIN";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[5].stSensorSettings.rScaleYMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbParking.out_xParkingOnAlarms";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbParking.out_xParkingOnAlarms";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[7].rLeftInterval";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[7].rLeftInterval";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbFan.tofOpenDamper.PT";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbFan.tofOpenDamper.PT";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[6].rScaleYMIN";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[6].rScaleYMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|vprop|kB.D-2.Application.PRG_MainSupport.fbSensor[8].fbPT1000.Factor_D_Pt1000A385.IndexMax";"ns=4;s=|vprop|kB.D-2.Application.PRG_MainSupport.fbSensor[8].fbPT1000.Factor_D_Pt1000A385.IndexMax";InOut;DINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbFanRecup.tofOpenDamper.ET";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbFanRecup.tofOpenDamper.ET";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbFan.in_xAlarmCF";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbFan.in_xAlarmCF";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stHoldingRegisters.aiHoldingRegisters[9]";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stHoldingRegisters.aiHoldingRegisters[9]";InOut;INT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbFanRecup.fbScaling.in_rXMAX";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbFanRecup.fbScaling.in_rXMAX";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbDamper.tonStart.IN";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbDamper.tonStart.IN";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[9].stSensorSettings.xLeftIntervalStrict";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[9].stSensorSettings.xLeftIntervalStrict";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.axOutputCoils[23]";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.axOutputCoils[23]";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbFan.stFan.usiFeedback_dP";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbFan.stFan.usiFeedback_dP";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[9].in_xResetAlarm";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[9].in_xResetAlarm";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[4].stSensorSettings.xRightIntervalStrict";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[4].stSensorSettings.xRightIntervalStrict";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbFan.rsAlarmDamper.Q1";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.fbFan.rsAlarmDamper.Q1";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[8].in_rValueSensor";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[8].in_rValueSensor";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[2].xLeftIntervalStrict";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[2].xLeftIntervalStrict";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[7].rScaleYMIN";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.astSensor[7].rScaleYMIN";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[6].fbScale.out_rValue";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbSensor[6].fbScale.out_rValue";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stParkingRecup.wSetOffMinute";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stParkingRecup.wSetOffMinute";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stFanSupply.usiDelayStart";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stFanSupply.usiDelayStart";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stHoldingRegisters.arHoldingRegisters[1]";"ns=4;s=|var|kB.D-2.Application.GVL_Retain.stHoldingRegisters.arHoldingRegisters[1]";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbFanRecup.tonStart.ET";"ns=4;s=|var|kB.D-2.Application.PRG_MainSupport.fbFanRecup.tonStart.ET";InOut;LINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSeason.stSeason.usiSelectSeason";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSeason.stSeason.usiSelectSeason";InOut;USINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.stHeater.rTaskOnSummer";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.stHeater.rTaskOnSummer";InOut;REAL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.in_xAlarmAirSupply";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.in_xAlarmAirSupply";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.stDamper.uiRunningTime";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbExhaustVent.stDamper.uiRunningTime";InOut;UINT;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbFan.tonAlarmNot_dP.Q";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbFan.tonAlarmNot_dP.Q";InOut;BOOL;False;False;0;;0;False;;;;False;0;False
"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbFan.tonAlarmCF.ET";"ns=4;s=|var|kB.D-2.Application.PRG_Main.fbSupplyVent.fbFan.tonAlarmCF.ET";InOut;LINT;False;False;0;;0;False;;;;False;0;False
